様式 2-5. (空調)熱源,,,,,,,,,,,,,,,,,,,,,,,,,ウォータチリングユニット(空冷式)
EHP1-4O,無,無,無,,パッケージエアコンディショナ(空冷式),1番目,1,,3.6,0.81,,,,,,1番目,1,,4,0.81,,,,,ターボ冷凍機
,,,,,,,,,,,,,,,,,,,,,,,,,インバータターボ冷凍機
,,,,,,,,,,,,,,,,,,,,,,,,,ブラインターボ冷凍機(蓄熱時)
,,,,,,,,,,,,,,,,,,,,,,,,,ブラインターボ冷凍機(追掛時)
,,,,,,,,,,,,,,,,,,,,,,,,,ウォータチリングユニット(空冷式氷蓄熱用)
,,,,,,,,,,,,,,,,,,,,,,,,,ウォータチリングユニット(空冷式モジュール形氷蓄熱用)
,,,,,,,,,,,,,,,,,,,,,,,,,スクリュー冷凍機(氷蓄熱用)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(冷却水変流量、都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(冷却水変流量、LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(冷却水変流量、重油)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(冷却水変流量、灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(冷却水変流量、蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(温水)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、冷却水変流量、都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、冷却水変流量、LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,吸収式冷凍機(一重二重併用形、冷却水変流量、蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,小型貫流ボイラ(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,小型貫流ボイラ(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,小型貫流ボイラ(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,小型貫流ボイラ(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,貫流ボイラ(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,貫流ボイラ(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,貫流ボイラ(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,貫流ボイラ(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,温水ボイラ(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,温水ボイラ(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,温水ボイラ(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,温水ボイラ(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,蒸気ボイラ(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,蒸気ボイラ(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,蒸気ボイラ(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,蒸気ボイラ(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,温水発生機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,温水発生機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,温水発生機(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,温水発生機(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(空冷式)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式熱回収形)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプ1)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプ2)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプ3)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプ4)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプ5)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプA)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプB)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプC)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプD)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプE)
,,,,,,,,,,,,,,,,,,,,,,,,,パッケージエアコンディショナ(水冷式地中熱タイプF)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,ルームエアコンディショナ
,,,,,,,,,,,,,,,,,,,,,,,,,FF式ガス暖房機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,FF式ガス暖房機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,FF式石油暖房機
,,,,,,,,,,,,,,,,,,,,,,,,,地域熱供給(冷水)
,,,,,,,,,,,,,,,,,,,,,,,,,地域熱供給(温水)
,,,,,,,,,,,,,,,,,,,,,,,,,地域熱供給(蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,熱交換器
,,,,,,,,,,,,,,,,,,,,,,,,,電気式ヒーター
,,,,,,,,,,,,,,,,,,,,,,,,,電気蓄熱暖房器
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,地域熱供給(蒸気)
,,,,,,,,,,,,,,,,,,,,,,,,,熱交換器
,,,,,,,,,,,,,,,,,,,,,,,,,電気式ヒーター
,,,,,,,,,,,,,,,,,,,,,,,,,電気蓄熱暖房器
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(重油)
,,,,,,,,,,,,,,,,,,,,,,,,,温風暖房機(灯油)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(消費電力自給装置付、都市ガス)
,,,,,,,,,,,,,,,,,,,,,,,,,ガスヒートポンプ冷暖房機(消費電力自給装置付、LPG)
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
